"Town","FIPS","Year","Measure Type","Variable","Value"
"Putnam","0901562710","2008-2012","Number","Margins of Error",282
"Putnam","0901562710","2009-2013","Number","Total Households",3848
"Putnam","0901562710","2009-2013","Number","Margins of Error",252
"Putnam","0901562710","2010-2014","Number","Total Households",3870
"Putnam","0901562710","2010-2014","Number","Margins of Error",218
"Putnam","0901562710","2011-2015","Number","Total Households",3837
"Putnam","0901562710","2011-2015","Number","Margins of Error",281
"Putnam","0901562710","2012-2016","Number","Total Households",3865
"Putnam","0901562710","2012-2016","Number","Margins of Error",245
"Putnam","0901562710","2013-2017","Number","Total Households",3874
"Putnam","0901562710","2013-2017","Number","Margins of Error",236
"Redding","0900163480","2006-2010","Number","Total Households",3425
"Redding","0900163480","2006-2010","Number","Margins of Error",120
"Redding","0900163480","2007-2011","Number","Total Households",3545
"Redding","0900163480","2007-2011","Number","Margins of Error",164
"Redding","0900163480","2008-2012","Number","Total Households",3519
"Redding","0900163480","2008-2012","Number","Margins of Error",118
"Redding","0900163480","2009-2013","Number","Total Households",3451
"Redding","0900163480","2009-2013","Number","Margins of Error",141
"Redding","0900163480","2010-2014","Number","Total Households",3548
"Redding","0900163480","2010-2014","Number","Margins of Error",144
"Redding","0900163480","2011-2015","Number","Total Households",3528
"Redding","0900163480","2011-2015","Number","Margins of Error",148
"Redding","0900163480","2012-2016","Number","Total Households",3496
"Redding","0900163480","2012-2016","Number","Margins of Error",142
"Redding","0900163480","2013-2017","Number","Total Households",3475
"Redding","0900163480","2013-2017","Number","Margins of Error",149
"Ridgefield","0900163970","2006-2010","Number","Total Households",8592
"Ridgefield","0900163970","2006-2010","Number","Margins of Error",152
"Ridgefield","0900163970","2007-2011","Number","Total Households",8596
"Ridgefield","0900163970","2007-2011","Number","Margins of Error",220
"Ridgefield","0900163970","2008-2012","Number","Total Households",8641
"Ridgefield","0900163970","2008-2012","Number","Margins of Error",184
"Ridgefield","0900163970","2009-2013","Number","Total Households",8667
"Ridgefield","0900163970","2009-2013","Number","Margins of Error",234
"Ridgefield","0900163970","2010-2014","Number","Total Households",8801
"Ridgefield","0900163970","2010-2014","Number","Margins of Error",215
"Ridgefield","0900163970","2011-2015","Number","Total Households",8902
"Ridgefield","0900163970","2011-2015","Number","Margins of Error",255
"Ridgefield","0900163970","2012-2016","Number","Total Households",8909
"Ridgefield","0900163970","2012-2016","Number","Margins of Error",221
"Ridgefield","0900163970","2013-2017","Number","Total Households",9089
"Ridgefield","0900163970","2013-2017","Number","Margins of Error",230
"Rocky Hill","0900365370","2006-2010","Number","Total Households",8044
"Rocky Hill","0900365370","2006-2010","Number","Margins of Error",319
"Rocky Hill","0900365370","2007-2011","Number","Total Households",7952
"Rocky Hill","0900365370","2007-2011","Number","Margins of Error",326
"Rocky Hill","0900365370","2008-2012","Number","Total Households",8109
"Rocky Hill","0900365370","2008-2012","Number","Margins of Error",316
"Rocky Hill","0900365370","2009-2013","Number","Total Households",8114
"Rocky Hill","0900365370","2009-2013","Number","Margins of Error",329
"Rocky Hill","0900365370","2010-2014","Number","Total Households",8127
"Rocky Hill","0900365370","2010-2014","Number","Margins of Error",387
"Rocky Hill","0900365370","2011-2015","Number","Total Households",7911
"Rocky Hill","0900365370","2011-2015","Number","Margins of Error",323
"Rocky Hill","0900365370","2012-2016","Number","Total Households",8271
"Rocky Hill","0900365370","2012-2016","Number","Margins of Error",336
"Rocky Hill","0900365370","2013-2017","Number","Total Households",8547
"Rocky Hill","0900365370","2013-2017","Number","Margins of Error",350
"Roxbury","0900565930","2006-2010","Number","Total Households",957
"Roxbury","0900565930","2006-2010","Number","Margins of Error",71
"Roxbury","0900565930","2007-2011","Number","Total Households",984
"Roxbury","0900565930","2007-2011","Number","Margins of Error",87
"Roxbury","0900565930","2008-2012","Number","Total Households",994
"Roxbury","0900565930","2008-2012","Number","Margins of Error",64
"Roxbury","0900565930","2009-2013","Number","Total Households",971
"Roxbury","0900565930","2009-2013","Number","Margins of Error",58
"Roxbury","0900565930","2010-2014","Number","Total Households",945
"Roxbury","0900565930","2010-2014","Number","Margins of Error",50
"Roxbury","0900565930","2011-2015","Number","Total Households",922
"Roxbury","0900565930","2011-2015","Number","Margins of Error",67
"Roxbury","0900565930","2012-2016","Number","Total Households",951
"Roxbury","0900565930","2012-2016","Number","Margins of Error",70
"Roxbury","0900565930","2013-2017","Number","Total Households",920
"Roxbury","0900565930","2013-2017","Number","Margins of Error",61
"Salem","0901166210","2006-2010","Number","Total Households",1572
"Salem","0901166210","2006-2010","Number","Margins of Error",89
"Salem","0901166210","2007-2011","Number","Total Households",1568
"Salem","0901166210","2007-2011","Number","Margins of Error",87
"Salem","0901166210","2008-2012","Number","Total Households",1526
"Salem","0901166210","2008-2012","Number","Margins of Error",81
"Salem","0901166210","2009-2013","Number","Total Households",1474
"Salem","0901166210","2009-2013","Number","Margins of Error",85
"Salem","0901166210","2010-2014","Number","Total Households",1493
"Salem","0901166210","2010-2014","Number","Margins of Error",99
"Salem","0901166210","2011-2015","Number","Total Households",1506
"Salem","0901166210","2011-2015","Number","Margins of Error",92
"Salem","0901166210","2012-2016","Number","Total Households",1544
"Salem","0901166210","2012-2016","Number","Margins of Error",100
"Salem","0901166210","2013-2017","Number","Total Households",1637
"Salem","0901166210","2013-2017","Number","Margins of Error",116
"Salisbury","0900566420","2006-2010","Number","Total Households",1596
"Salisbury","0900566420","2006-2010","Number","Margins of Error",196
"Salisbury","0900566420","2007-2011","Number","Total Households",1492
"Salisbury","0900566420","2007-2011","Number","Margins of Error",121
"Salisbury","0900566420","2008-2012","Number","Total Households",1498
"Salisbury","0900566420","2008-2012","Number","Margins of Error",137
"Salisbury","0900566420","2009-2013","Number","Total Households",1543
"Salisbury","0900566420","2009-2013","Number","Margins of Error",128
"Salisbury","0900566420","2010-2014","Number","Total Households",1499
"Salisbury","0900566420","2010-2014","Number","Margins of Error",134
"Salisbury","0900566420","2011-2015","Number","Total Households",1518
"Salisbury","0900566420","2011-2015","Number","Margins of Error",135
"Salisbury","0900566420","2012-2016","Number","Total Households",1698
"Salisbury","0900566420","2012-2016","Number","Margins of Error",109
"Salisbury","0900566420","2013-2017","Number","Total Households",1663
"Salisbury","0900566420","2013-2017","Number","Margins of Error",123
"Scotland","0901567400","2006-2010","Number","Total Households",612
"Scotland","0901567400","2006-2010","Number","Margins of Error",42
"Scotland","0901567400","2007-2011","Number","Total Households",610
"Scotland","0901567400","2007-2011","Number","Margins of Error",40
"Scotland","0901567400","2008-2012","Number","Total Households",619
"Scotland","0901567400","2008-2012","Number","Margins of Error",36
"Scotland","0901567400","2009-2013","Number","Total Households",593
"Scotland","0901567400","2009-2013","Number","Margins of Error",43
"Scotland","0901567400","2010-2014","Number","Total Households",589
"Scotland","0901567400","2010-2014","Number","Margins of Error",39
"Scotland","0901567400","2011-2015","Number","Total Households",589
"Scotland","0901567400","2011-2015","Number","Margins of Error",43
"Scotland","0901567400","2012-2016","Number","Total Households",585
"Scotland","0901567400","2012-2016","Number","Margins of Error",44
"Scotland","0901567400","2013-2017","Number","Total Households",578
"Scotland","0901567400","2013-2017","Number","Margins of Error",45
"Seymour","0900967610","2006-2010","Number","Total Households",6444
"Seymour","0900967610","2006-2010","Number","Margins of Error",181
"Seymour","0900967610","2007-2011","Number","Total Households",6288
"Seymour","0900967610","2007-2011","Number","Margins of Error",236
"Seymour","0900967610","2008-2012","Number","Total Households",6313
"Seymour","0900967610","2008-2012","Number","Margins of Error",241
"Seymour","0900967610","2009-2013","Number","Total Households",6161
"Seymour","0900967610","2009-2013","Number","Margins of Error",273
"Seymour","0900967610","2010-2014","Number","Total Households",6090
"Seymour","0900967610","2010-2014","Number","Margins of Error",248
"Seymour","0900967610","2011-2015","Number","Total Households",6119
"Seymour","0900967610","2011-2015","Number","Margins of Error",266
"Seymour","0900967610","2012-2016","Number","Total Households",6063
"Seymour","0900967610","2012-2016","Number","Margins of Error",229
"Seymour","0900967610","2013-2017","Number","Total Households",6146
"Seymour","0900967610","2013-2017","Number","Margins of Error",251
"Sharon","0900567960","2006-2010","Number","Total Households",1185
"Sharon","0900567960","2006-2010","Number","Margins of Error",160
"Sharon","0900567960","2007-2011","Number","Total Households",1251
"Sharon","0900567960","2007-2011","Number","Margins of Error",127
"Sharon","0900567960","2008-2012","Number","Total Households",1247
"Sharon","0900567960","2008-2012","Number","Margins of Error",113
"Sharon","0900567960","2009-2013","Number","Total Households",1232
"Sharon","0900567960","2009-2013","Number","Margins of Error",128
"Sharon","0900567960","2010-2014","Number","Total Households",1261
"Sharon","0900567960","2010-2014","Number","Margins of Error",118
"Sharon","0900567960","2011-2015","Number","Total Households",1249
"Sharon","0900567960","2011-2015","Number","Margins of Error",123
"Sharon","0900567960","2012-2016","Number","Total Households",1248
"Sharon","0900567960","2012-2016","Number","Margins of Error",97
"Sharon","0900567960","2013-2017","Number","Total Households",1307
"Sharon","0900567960","2013-2017","Number","Margins of Error",103
"Shelton","0900168170","2006-2010","Number","Total Households",14829
"Shelton","0900168170","2006-2010","Number","Margins of Error",405
"Shelton","0900168170","2007-2011","Number","Total Households",14912
"Shelton","0900168170","2007-2011","Number","Margins of Error",278
"Shelton","0900168170","2008-2012","Number","Total Households",15019
"Shelton","0900168170","2008-2012","Number","Margins of Error",298
"Shelton","0900168170","2009-2013","Number","Total Households",15043
"Shelton","0900168170","2009-2013","Number","Margins of Error",377
"Shelton","0900168170","2010-2014","Number","Total Households",15186
